,Unnamed: 0,tweet_id,label,text,n2v,bert_embeddings
345,345,614620298877513729,1,white house lit in rainbow colors following us supreme court ruling that samesex couples have right to marry ,"[ 6.33117696e-03  5.58491144e-03 -6.75165851e-04  1.90711126e-03
 -1.62585441e-03 -7.43574742e-03  4.89025936e-03 -1.10778701e-03
  6.45394437e-03 -5.57434803e-04 -1.02978675e-02 -1.15809469e-02
  1.09775910e-05  2.31510005e-03 -7.70050101e-03  1.27389412e-02
 -1.13457292e-02 -1.07470332e-02  1.05171688e-02 -1.69506129e-02
 -3.34837148e-03  1.89325400e-02  6.43608114e-03 -2.55568000e-03
 -1.31134484e-02  3.62341641e-03  1.95589545e-03 -1.16632618e-02
  3.88171570e-03 -2.62824539e-03  1.55427598e-03  4.25586104e-03
  1.52158411e-02  5.82724437e-03 -1.58076324e-02  1.22682368e-02
 -1.17968367e-02 -1.84686314e-02  6.05474645e-03 -1.08710220e-02
  9.20675881e-03 -1.50757413e-02  8.61239247e-03 -1.22485999e-02
 -1.45263097e-03 -4.24148329e-03 -1.30507993e-02 -3.91046138e-04
  2.28191214e-03 -2.96612037e-03  5.04890596e-03 -3.45052942e-03
  1.23019135e-02 -2.03833473e-03  2.22189515e-03  9.29067656e-03
  5.05025266e-03  4.94112785e-04 -9.59138665e-03  8.19289766e-04
  1.24920979e-02  3.74638126e-04 -8.06079153e-03  1.05820727e-02
  6.83160871e-03 -2.37667887e-03 -1.14707695e-02 -1.21937762e-03
 -1.06919026e-02 -3.88498628e-03  7.11403263e-04 -6.81928301e-04
 -5.12069790e-03 -2.22221180e-03  1.61394123e-02  3.49009433e-03
 -5.66910766e-03 -4.80986247e-03  9.26555041e-03  1.24177779e-03
 -4.83336672e-03 -8.93195439e-03 -1.11662764e-02  1.42335845e-02
  3.47080175e-03 -6.03766646e-03  1.79970395e-02  7.17950985e-03
  7.76212313e-04 -3.77547112e-03  1.75367612e-02  5.41173678e-04
 -3.02684703e-03  1.73927657e-03 -3.71636893e-03 -6.27799146e-03
 -4.68432344e-03 -4.16141562e-03  9.39833093e-03  5.47404075e-03]","tf.Tensor(
[[-0.5360698  -0.18193991 -0.1862943  ... -0.5400376   0.21947709
  -0.10412951]
 [ 0.48807034  0.04044446 -0.4262234  ... -0.4074421   0.8078859
   0.17532858]
 [ 0.27032572 -0.01605459  0.15092583 ... -0.55119014 -0.20084152
  -0.06703167]
 ...
 [ 0.11231151 -0.2614885   0.30812737 ... -0.3017911  -0.08416709
  -0.01749201]
 [ 0.15807857 -0.2189367   0.33184728 ... -0.22716188  0.11887804
   0.06934588]
 [-0.11543786 -0.17257988  0.41940144 ... -0.23612446 -0.08169162
  -0.24863374]], shape=(34, 768), dtype=float32)"
346,346,552791578893619200,1,eleven dead in shooting at paris offices of satirical magazine charlie hebdo live updates ,"[ 1.0037579e-02  8.6774826e-03  1.3083703e-03  5.4527274e-03
  1.4698089e-03 -6.8086670e-03 -1.5578140e-03  6.9293403e-03
 -5.0033806e-03 -4.1774595e-03  5.0859628e-03  2.7487325e-03
 -2.0250909e-03 -3.0298415e-03  6.1723962e-03 -5.9510418e-03
 -3.1486638e-03 -6.5854047e-03 -4.4287289e-03 -9.1628907e-03
 -4.5968778e-03 -8.7633878e-03  1.5058171e-03 -9.0082502e-03
 -1.0246990e-02 -8.4455153e-03 -7.0936368e-03  6.9619515e-03
  3.8212154e-03  4.2443915e-04 -2.9768788e-03 -7.8220423e-03
  7.1507622e-04  3.1113747e-04  2.3730821e-04  9.3725213e-04
  8.6514250e-04 -5.0336108e-05 -8.2385233e-03 -6.2364656e-03
 -8.5245920e-03 -1.5552131e-03  1.8392309e-03  7.8274319e-03
 -2.0383801e-03 -2.5161423e-03  9.7230515e-03  3.1361786e-05
 -2.4487886e-03  8.9286603e-03  2.9003709e-03 -5.6869718e-03
  6.7203064e-03  4.7853459e-03 -7.3307734e-03 -3.2459109e-04
  9.0394769e-04  5.8960197e-03 -1.8983728e-03 -2.8587875e-03
  1.8688929e-03  8.4259332e-04  1.3966942e-03 -2.8320574e-03
 -6.3314997e-03  7.7410978e-03  7.9196990e-03  8.8081947e-03
 -9.1018332e-03  2.8232068e-03 -3.6469775e-03  1.0051448e-02
  3.1696265e-03  4.8929108e-03  2.6742097e-03  6.9142831e-03
 -5.7212198e-03  8.2140742e-03 -2.6123808e-03 -4.7753658e-03
 -2.3678637e-03  1.0122311e-02 -7.0837638e-03 -2.2431349e-03
  7.0636249e-03 -2.5330341e-04 -6.5694721e-03 -6.6525522e-03
  9.2652747e-03  6.7623802e-03  5.1264325e-03 -3.2664309e-03
 -9.5213242e-03  4.0232688e-03  7.5952732e-03 -5.9314356e-03
 -8.0239223e-03 -3.1585668e-03 -5.1941639e-03 -2.3008226e-03]","tf.Tensor(
[[-0.17095634 -0.10997272 -0.16466796 ... -0.38847744  0.17219621
   0.60286355]
 [ 0.7088161   0.11061338 -0.23453441 ... -0.13686363  0.24015795
   0.33397612]
 [ 0.7677178  -0.24010803  0.56642133 ... -0.6074941  -0.17442
   0.04885592]
 ...
 [ 0.2211338  -0.1965454   0.22768505 ... -0.07818574  0.0237979
   0.0040986 ]
 [ 0.09374821 -0.64589655 -0.1850028  ...  0.24935058  0.05429479
  -0.4636762 ]
 [-0.0318718  -0.24316198  0.22312279 ... -0.2419377   0.0709795
   0.02095992]], shape=(34, 768), dtype=float32)"
347,347,614599587362414592,1,white house lit in rainbow colors following us supreme court ruling that samesex couples have right to marry ,"[-0.00253443 -0.006084    0.00757305 -0.00737912 -0.00910598 -0.00204744
 -0.00841322  0.00063361  0.00176427 -0.00259454 -0.00663403 -0.00053667
 -0.00119584  0.0036525   0.00823645  0.00593678  0.00857372 -0.00932905
  0.00955627 -0.00273434  0.00890063  0.00255272  0.00381808 -0.00971704
 -0.0095851   0.00916475 -0.00316154  0.0029083   0.00648488 -0.00023981
  0.01005538 -0.00095502 -0.00970672 -0.00725485 -0.00112497 -0.0086886
  0.00763218  0.00367057 -0.00894544  0.00837475  0.00917751  0.00579822
  0.00692069 -0.00970505  0.00057303 -0.00929496 -0.00384319  0.0001579
 -0.00025833  0.00162779  0.00330624  0.00210775  0.00540614  0.00765729
 -0.00595599  0.00817718  0.00608655  0.00995432  0.00459813 -0.00327025
 -0.00382967 -0.00063874 -0.0015738   0.01009987  0.00099002  0.00419997
  0.00341293 -0.00888041  0.0066561   0.00831683 -0.0016666   0.00273203
 -0.00644394 -0.00632062  0.00856701 -0.00304661  0.00688201  0.00152745
 -0.00204056  0.00306669 -0.00410655 -0.00180528  0.00129401  0.00515292
 -0.00148654  0.00058992 -0.00801756  0.00974888 -0.00879341  0.00721631
  0.004112   -0.00687984 -0.00541467 -0.00805466 -0.00500881  0.00737413
  0.00981179  0.00225552  0.0006676   0.00961997]","tf.Tensor(
[[-0.5360698  -0.18193991 -0.1862943  ... -0.5400376   0.21947709
  -0.10412951]
 [ 0.48807034  0.04044446 -0.4262234  ... -0.4074421   0.8078859
   0.17532858]
 [ 0.27032572 -0.01605459  0.15092583 ... -0.55119014 -0.20084152
  -0.06703167]
 ...
 [ 0.11231151 -0.2614885   0.30812737 ... -0.3017911  -0.08416709
  -0.01749201]
 [ 0.15807857 -0.2189367   0.33184728 ... -0.22716188  0.11887804
   0.06934588]
 [-0.11543786 -0.17257988  0.41940144 ... -0.23612446 -0.08169162
  -0.24863374]], shape=(34, 768), dtype=float32)"
348,348,649889459836710912,1,breaking news pope francis encounter with kim davis wasnt an endorsement of her views the vatican says ,"[ 0.00985787 -0.00996303 -0.00665326  0.00293681  0.006712   -0.00574518
  0.00303017  0.00969466 -0.00703249 -0.00648637 -0.00514696 -0.00403482
  0.00181091  0.01001328  0.00661614  0.00029798  0.00273939  0.00848225
  0.00934851  0.0055042   0.00634212 -0.00777372 -0.00370109 -0.00580413
  0.00637642 -0.0023528  -0.009129    0.00786341  0.00852723 -0.00339007
  0.0094209  -0.00077903 -0.00360943 -0.00066733  0.00014182 -0.0035116
  0.0032228   0.00585974  0.00680932 -0.00918871 -0.00214441 -0.00564731
  0.00772401  0.00669108 -0.0044163   0.00236521 -0.0063115   0.00017654
  0.00996489 -0.00264231 -0.00524459 -0.00770288 -0.00298115 -0.00094524
  0.00372848  0.01004192 -0.00331436  0.00189855  0.00997156  0.00183212
  0.00091221  0.00987105  0.00984929  0.00794648 -0.0065265   0.0104084
  0.00606098  0.00942484 -0.00222105  0.00347732  0.00708224 -0.00394903
  0.00693661  0.00259862  0.00982206 -0.00318845 -0.00316955  0.00639087
 -0.00950665 -0.00758517 -0.00680697 -0.00071791 -0.00245794  0.00713719
  0.00939561 -0.00085903  0.00171083  0.00198315 -0.00197574 -0.00814118
  0.00789827 -0.00433125  0.00481795  0.00931197  0.00326381  0.00324746
  0.00423971 -0.00288635  0.00398327  0.0003099 ]","tf.Tensor(
[[-0.35604742 -0.00654271 -0.21627532 ... -0.25922453  0.64853084
   0.46093267]
 [ 0.08336405 -0.07038292 -0.6880129  ...  0.38550225  0.91016215
  -0.19644049]
 [ 0.10396434 -0.38047418 -0.5613767  ... -0.16051406  0.104314
  -0.57460004]
 ...
 [-0.2597779  -0.19935048  0.03663495 ... -0.16176113  0.249211
   0.12692046]
 [-0.37099034 -0.10714172  0.21592163 ... -0.20071264  0.27944052
   0.17611103]
 [-0.22875515 -0.14921264  0.25082183 ... -0.24413984  0.22977427
   0.18939462]], shape=(34, 768), dtype=float32)"
349,349,524980744658382848,1,rcmp to hold news conference on ottawa shootings at 2 pm et 11 am pt watch live coverage ,"[-0.00722693  0.00133686 -0.00716212 -0.00222478  0.00374691  0.00581632
  0.00117374  0.00220003 -0.00423424  0.007209   -0.00638249  0.00463124
 -0.0082845   0.00208069 -0.00495486 -0.0043075  -0.0031227   0.00569194
  0.00582348 -0.00516781  0.00077134 -0.00858529  0.00795087  0.0092382
 -0.00275467  0.00084439  0.00064234  0.00554942 -0.00875596  0.00061553
  0.00697357  0.00231047  0.00120378 -0.00945286  0.00853924 -0.00628767
 -0.00300772  0.00354511 -0.00085232  0.00131493  0.00182141 -0.00694396
 -0.00983486  0.00918117  0.00630247 -0.00696205  0.00340528  0.00021044
  0.00475552 -0.00714882  0.0041431   0.00428117  0.00995004 -0.00453511
 -0.00140467 -0.00741952 -0.00975755 -0.00919786 -0.00112195 -0.00658645
  0.00491267 -0.00621508  0.00261659  0.00072794 -0.00341181 -0.000923
  0.01012022  0.00933409 -0.00454477  0.00921967 -0.00574932  0.00602993
 -0.00309748  0.00346333  0.00311943  0.00701938 -0.00236906  0.00886212
  0.00761491 -0.00968871 -0.00810259 -0.00770929  0.00290992 -0.00271682
 -0.00702284 -0.00821707  0.00849246  0.00203438 -0.0093601  -0.00475572
  0.00325619 -0.00475529  0.00531623 -0.00425114  0.00273175 -0.00810113
  0.00628485  0.00494757  0.00079378  0.00302379]","tf.Tensor(
[[-0.41232374 -0.44885084  0.01966804 ... -0.06230866  0.43767184
   0.3980806 ]
 [ 0.3890217   0.4981538  -0.66092783 ...  0.3608714   0.11019266
   0.21382158]
 [ 0.08689156 -0.3361851  -0.7642467  ...  0.14999741  0.26761878
  -0.43314576]
 ...
 [ 0.39648598 -0.568504    0.3279976  ...  0.05384756  0.11493847
   0.07942601]
 [ 0.36118388 -0.38606822  0.37682742 ...  0.10502917  0.22785813
   0.07930437]
 [ 0.20385644 -0.4245249   0.3043647  ...  0.11851726  0.12790284
   0.05812649]], shape=(34, 768), dtype=float32)"
350,350,544352727971954690,1,local media 3 people appear to escape from martin place sydney café amid hostage situation abcnews ,"[-8.2998900e-03  9.3942210e-03 -2.0005740e-04 -1.9337707e-03
  4.5890701e-03 -4.1310801e-03  2.7541295e-03  7.0408992e-03
  6.0594268e-03 -7.5653363e-03  9.4465958e-03  4.6814759e-03
  4.0343711e-03 -6.2381737e-03  8.5173901e-03 -2.1392668e-03
  8.9226980e-03 -5.4093464e-03 -8.1845801e-03  6.7911772e-03
  1.6715819e-03 -2.2069719e-03  9.5907552e-03  9.5178746e-03
 -9.8612187e-03  2.5570160e-03  6.1313813e-03  3.8945843e-03
  2.0412481e-03  4.8728759e-04  6.9465948e-04 -3.8772228e-03
 -7.1666362e-03 -2.1130994e-03  3.9206911e-03  8.9010252e-03
  9.3036657e-03 -6.0187671e-03 -9.4902758e-03  9.8024644e-03
  3.4710309e-03  5.1820138e-03  6.2847855e-03 -2.7802023e-03
  7.3614377e-03  2.8610462e-03  2.8653727e-03 -2.4241873e-03
 -3.1363752e-03 -2.3535877e-03  4.2873202e-03  6.9992806e-05
 -9.6612824e-03 -9.7046942e-03 -6.1663091e-03 -9.4487776e-05
  2.0034916e-03  9.4854198e-03  5.6170090e-03 -4.3108580e-03
  2.9663200e-04  4.9682022e-03  7.7523030e-03 -1.1678471e-03
  4.3411795e-03 -5.7945545e-03 -8.0327259e-04  8.1545338e-03
 -2.4057550e-03 -9.7078467e-03  5.8505721e-03 -3.9385911e-03
 -1.2319569e-03  1.0052038e-02 -2.2741936e-03 -4.7593778e-03
 -5.3639798e-03  7.0022126e-03 -5.7555740e-03  2.1372950e-03
 -5.3252182e-03  6.1482182e-03  4.3988219e-03  2.6444190e-03
 -1.4869961e-03 -2.7825055e-03  9.0449387e-03  5.2154935e-03
 -2.1594255e-03 -9.5367953e-03 -7.4419128e-03 -1.0738458e-03
 -8.2063378e-04 -2.5478494e-03  9.7484253e-03 -4.8935699e-04
  5.9138434e-03 -7.4925991e-03 -2.4985992e-03 -5.5784006e-03]","tf.Tensor(
[[ 0.04025976 -0.06748748  0.18497258 ... -0.6260634   0.05903494
   0.64298046]
 [ 0.15659042 -0.02063508 -0.4051507  ...  0.04658783  0.13987167
   0.13983512]
 [ 0.5493983   0.2375127   0.01770986 ... -0.2749564   0.1836327
  -0.2736961 ]
 ...
 [ 0.38047218 -0.15198812  0.4545905  ... -0.09268516 -0.06821031
   0.17672142]
 [ 0.3590584  -0.21804757  0.45920223 ... -0.17186958 -0.11681959
   0.15084732]
 [ 0.18888359 -0.1666772   0.5520487  ... -0.23314175 -0.02360281
   0.08722684]], shape=(34, 768), dtype=float32)"
351,351,614594259900080128,1,watch live as sun goes down white house lights up rainbow colors to celebrate scotus ruling ,"[ 8.27731565e-03 -4.43974324e-03  9.15790815e-03  8.24087206e-03
 -4.48388001e-03  2.29157493e-04  4.35298961e-03 -3.81767307e-03
 -5.65149263e-03 -6.66183094e-03 -6.51117996e-04 -4.31836233e-04
  4.51458152e-03 -2.48597888e-03 -1.55830421e-04  2.43488024e-03
  4.92700515e-03 -3.27504822e-05 -6.37448346e-03 -9.44157504e-03
  1.10245215e-04  6.69317134e-03  1.49293384e-03 -9.12980549e-03
 -8.01379886e-03  6.60282187e-03 -3.89302848e-03  6.26037875e-03
 -6.68849796e-03  8.51941667e-03 -6.54408848e-03  3.29541229e-03
 -1.02335622e-03 -6.88688550e-03 -3.36082769e-03 -1.10327627e-03
 -5.52518619e-03 -1.24699331e-03 -7.64752692e-03  2.58566136e-03
  9.22858901e-03 -2.44109170e-03 -1.00711419e-03  3.55684641e-03
  8.74776486e-03 -5.92512311e-03 -7.06876116e-03 -2.96754437e-03
  9.24848579e-03  8.94238881e-04 -8.73105414e-03 -1.51671481e-03
  9.54450481e-03 -7.56692514e-03 -5.37042227e-03  9.34569165e-03
 -8.96582752e-03  3.82138020e-03  6.28807698e-04  6.77812845e-03
  8.31920654e-03 -2.85841385e-03 -4.00897162e-03  8.93056672e-03
  2.12458544e-03  6.41916832e-03 -9.48302913e-03  9.63857025e-03
 -1.40354922e-03 -6.12171926e-03  2.94398586e-03 -3.87473643e-04
  4.79526678e-03 -2.32236413e-03 -4.09035338e-03  2.27973401e-03
  8.50754976e-03 -5.05496189e-03  2.64427648e-03 -8.00567959e-03
 -6.89413864e-03 -4.55284986e-04 -8.83608963e-03  2.87688570e-03
  1.60853483e-03 -2.32695113e-03  5.08988928e-03  9.83699597e-03
  8.53615999e-03 -1.89264328e-03  2.16384931e-03 -3.95338982e-03
 -8.33375566e-03  6.30563777e-03 -1.88990834e-03 -6.24987064e-04
 -1.82172214e-03 -4.62587876e-03  4.13311319e-03 -4.27685818e-03]","tf.Tensor(
[[ 0.04875554 -0.33655283  0.47931975 ... -0.23320198  0.31750903
   0.18683726]
 [ 0.9522468  -0.52317494  0.6189035  ...  0.09726913  0.78436697
  -0.44747773]
 [ 0.87469655 -1.0617242   0.4569638  ... -0.14786664  0.3306816
  -0.5887308 ]
 ...
 [ 0.05222961 -0.18299432  0.53104365 ... -0.00132328  0.01907029
  -0.0540107 ]
 [ 0.07617465 -0.13452747  0.5584324  ... -0.12696797  0.05070214
  -0.02618004]
 [ 0.06536891 -0.11947837  0.45497602 ... -0.15246285  0.15223914
   0.03256597]], shape=(34, 768), dtype=float32)"
352,352,614614133410033664,1,the white house goes rainbow to celebrate supreme court marriage ruling ,"[ 1.6600000e-02  6.4193346e-03 -1.6262539e-02 -2.4239721e-02
  6.5261223e-03 -4.9916222e-03 -4.3016258e-03 -2.3761559e-03
  1.8248396e-02  3.0926855e-03 -6.2679360e-03  1.9231914e-02
  9.7155506e-03 -4.8743188e-03  7.6094950e-03 -6.4102216e-03
 -1.0897543e-02 -2.1135155e-02  2.6315313e-02  1.9173125e-02
  6.1523621e-03  1.0716085e-02 -6.1905143e-05  1.9066932e-02
 -2.4225749e-02 -2.7381242e-03 -9.5712077e-03 -7.2527765e-03
  8.9324648e-03 -5.1635737e-04  3.9333804e-03 -1.4823443e-03
  1.1393814e-02  1.2026329e-02  2.1389269e-03  1.4250862e-02
 -1.2715293e-02 -2.0466847e-03 -2.2423737e-02  5.2394029e-03
 -4.3476913e-03  1.1065752e-02  2.3018172e-02  8.4872730e-04
 -2.3736081e-03 -1.2195010e-03 -4.1902889e-03 -3.9833202e-03
 -4.7604702e-03 -1.3283316e-02  3.6300572e-03 -5.1598875e-03
  3.6795456e-03 -1.3684858e-02  3.4255430e-03  5.3866738e-03
 -1.3091226e-02  8.5000684e-03  7.9931458e-03 -2.1799032e-02
  8.9236749e-03 -6.4325784e-03  4.3061418e-03  2.3488767e-02
  3.4035183e-03 -3.0259429e-03 -8.0690179e-03 -7.7081993e-03
 -9.9433325e-03 -5.2921437e-03 -8.1323674e-03 -1.6439600e-03
 -3.6772941e-03 -4.2679235e-03  6.4770761e-03 -4.8005264e-03
 -3.7102523e-04 -7.8939676e-04  4.4024157e-04  1.5306678e-02
 -3.2041448e-03 -8.0637177e-03 -1.8902866e-02  2.2357043e-03
  7.1630003e-03  1.6025918e-03 -1.9656026e-03  1.9782556e-02
  1.5818013e-04 -1.0391887e-03  9.2304088e-03 -4.9590892e-03
 -1.8688852e-02  4.1242829e-03 -1.8036036e-02 -1.9497434e-02
  9.8585733e-04  1.4318362e-02 -5.8907672e-04 -1.2516017e-02]","tf.Tensor(
[[-0.3568846   0.22705998 -0.15909404 ... -0.4229261   0.41034406
   0.17275594]
 [ 0.07736221 -0.13185263 -0.61268723 ... -0.32795775  0.4852586
  -0.32116744]
 [-0.12494823 -0.16740802  0.1475507  ... -0.46835375  0.12168478
   1.1870346 ]
 ...
 [ 0.3463054  -0.13449916  0.482272   ... -0.13121547  0.21503264
  -0.04399741]
 [ 0.27530894 -0.2130599   0.57540786 ... -0.16546905  0.23870884
   0.1061174 ]
 [ 0.25884968 -0.20430984  0.50308406 ... -0.22178859  0.2748992
  -0.02801876]], shape=(34, 768), dtype=float32)"
353,353,544278335455776769,1,breaking hostages held inside sydney cafe islamic flag held up,"[ 1.1939188e-03 -9.8275887e-03  4.5593828e-03 -4.3881932e-04
  6.4238757e-03  1.7511065e-03 -3.0955370e-03  7.8957183e-03
  1.4669816e-03 -7.2841221e-06 -4.6104779e-03 -8.5739717e-03
 -7.7973441e-03  8.7528490e-03 -9.0025971e-03  9.0915263e-03
 -9.2212949e-03 -3.1068915e-04 -1.9368122e-03 -9.0381550e-03
  8.7470617e-03  6.9788862e-03  3.1147138e-03  4.8034461e-03
  1.6293753e-04  9.5449090e-03  6.9814976e-03 -9.8572895e-03
 -4.4746888e-03 -1.2616701e-03  3.1073277e-03 -4.3370659e-03
  1.5985443e-03 -7.8433510e-03  2.7283311e-03  4.8001022e-03
  5.0526164e-03 -3.1301589e-03 -8.5093975e-03 -9.3259905e-03
 -6.7055586e-04 -7.4537410e-03 -6.8182554e-03  6.1188671e-03
  7.2045736e-03  2.1539393e-03 -7.9670176e-03 -5.7697683e-03
  8.0993399e-03  4.0039532e-03 -5.2104574e-03 -7.4496041e-03
  7.4152107e-04  3.4713305e-03  1.9935095e-03  3.1956960e-03
 -5.6119589e-03 -1.0002145e-02 -7.0882724e-03  2.3218457e-04
  4.6040402e-03  4.6534352e-03  1.9655761e-03  5.2463301e-03
 -1.8840854e-04  4.1715419e-03 -9.1831256e-03  7.7770138e-03
  6.1275186e-03  5.1675173e-03  7.2634160e-03  8.5309520e-03
  8.9450757e-04 -1.7031372e-03  5.9641124e-04 -9.4736861e-03
  8.5582640e-03 -6.4383084e-03  8.4663490e-03 -4.2100027e-03
  5.7831715e-04 -9.1942754e-03 -9.6244561e-03 -7.8414436e-03
 -7.7309213e-03  3.3380726e-04 -7.2872262e-03 -4.9700895e-03
 -5.3260196e-03 -4.3170243e-03  7.2258571e-03  4.9446290e-03
  8.8734748e-03  7.1530165e-03 -5.6287558e-03  7.2990782e-03
 -9.3544824e-03 -2.5469670e-03 -7.7770241e-03  4.3005254e-03]","tf.Tensor(
[[-0.34361917 -0.3077969  -0.08864782 ... -0.41225672 -0.20288828
   0.26507497]
 [ 0.23784254 -0.25250804 -0.47781667 ... -0.23508292  0.46746027
  -0.37402505]
 [ 0.5299129  -0.47995183 -0.00377787 ... -1.0161357  -0.45581275
  -0.24486311]
 ...
 [ 0.07011458 -0.22657098  0.16984077 ... -0.1805077  -0.1152164
  -0.06613375]
 [ 0.08582408 -0.23548992  0.14476448 ... -0.1517633  -0.09659992
  -0.03290298]
 [ 0.28056532 -0.19012733  0.28617734 ... -0.14063442 -0.13027652
   0.06790549]], shape=(34, 768), dtype=float32)"
354,354,651018580989972480,1,pope francis expected to fire the archbishop who tricked him into meeting kim davis ,"[-0.01856368  0.0127253   0.00708662  0.01310386  0.01490878 -0.00218657
  0.01417569 -0.00045096 -0.00909617 -0.00206922  0.00314227 -0.01212971
  0.00729584 -0.00022716  0.01491685  0.00891072 -0.00509398 -0.00032251
 -0.00774078 -0.00295653  0.00133015  0.00980518  0.01787581 -0.01241127
  0.00483524  0.00865257 -0.00972505 -0.00992079  0.00133674 -0.00558487
  0.0144549  -0.01006826  0.00609555  0.00858436  0.00364928  0.01092815
 -0.00014364  0.01479634  0.00852192 -0.00592053  0.00608849 -0.00178192
 -0.00358203 -0.00219444  0.00021328  0.00017758  0.00387063  0.00286274
 -0.00206215 -0.00593866  0.00746029 -0.00483443  0.00273099 -0.00212898
  0.0032731   0.00364915  0.00559169  0.00798483  0.0082856  -0.00497961
 -0.0117285  -0.00542891  0.01129735 -0.00258614 -0.01045192  0.00230939
 -0.00284358  0.00164434 -0.00716301  0.00633709 -0.01516287 -0.00283653
  0.0114844   0.01327257 -0.00672673 -0.01218747 -0.01409542 -0.01040524
 -0.00833464 -0.00302252 -0.00784018 -0.00712406  0.0092428  -0.00160204
  0.00824804 -0.00015081  0.00335714 -0.01124527 -0.00139561  0.00097716
 -0.00406883  0.00047961  0.00248985 -0.00413451  0.00928269  0.00978365
  0.00752579  0.00765407  0.0016519  -0.00358362]","tf.Tensor(
[[-0.57354486 -0.20470591 -0.02202387 ... -0.3183213   0.39833537
   0.31783035]
 [ 0.16396631 -0.16967934  0.03789256 ... -0.06877129  0.6117568
   0.6180991 ]
 [ 0.37085685 -0.42164522  1.4453241  ... -0.2377367   0.52516526
   0.57988983]
 ...
 [-0.03014471  0.12169051  0.3408105  ...  0.07234     0.20954616
   0.1802193 ]
 [ 0.07463039  0.01682554  0.31826556 ... -0.07121737  0.19873086
   0.26955262]
 [ 0.04142895 -0.04706531  0.25484753 ...  0.05673071  0.07090412
   0.33774608]], shape=(34, 768), dtype=float32)"
355,355,667073349974102017,1,anne frank was a refugee denied entrance to the united states syrianrefugees ,"[ 3.1564661e-04  2.2560407e-03  1.1867188e-03  7.7302288e-03
 -4.5189671e-03  4.5379311e-05  7.0908144e-03  2.7290783e-03
  4.1092224e-03  4.1918838e-03 -1.2302012e-03 -8.8814711e-03
  3.1885693e-03 -8.9860586e-03 -2.5845135e-03 -9.8495949e-03
 -2.4690168e-04 -8.1902826e-03  7.5658476e-03 -5.4085329e-03
  1.0324763e-02 -9.2623774e-03 -4.5666839e-03  1.7715506e-03
 -3.1784619e-03  1.4552118e-03 -3.7256756e-03 -1.0312430e-03
 -5.7578473e-03 -9.9789258e-03  6.5394267e-03  2.9774942e-04
  6.8235961e-03 -7.5890585e-03  3.5040157e-03 -9.7847907e-03
  7.8327004e-03  5.8309841e-03 -6.3811224e-03  8.1068017e-03
 -5.5373395e-03 -9.0336902e-03  1.5070766e-03  3.3764064e-03
 -8.0902074e-03 -9.2511205e-03  9.2662685e-03  1.5521632e-03
  9.6675812e-04  2.5474383e-03 -3.6916214e-03  1.6081257e-03
  2.1242974e-03  9.9706007e-03 -5.7172459e-03  2.5019946e-03
  6.5816017e-03 -6.7925872e-03 -9.0846391e-03  9.0003144e-03
  7.0791128e-03 -4.1422900e-03  5.9807026e-03  9.8568352e-04
 -5.1465137e-03 -1.2096815e-03 -4.7580618e-03  6.5021897e-03
  1.5801972e-03 -8.0752065e-03  1.2452622e-04 -2.7112367e-03
  7.0189913e-03 -1.2569831e-03  8.0934428e-03  2.2164767e-03
 -3.7708806e-03  8.1440471e-03  2.6598941e-03 -4.1453699e-03
 -5.9301881e-03 -3.2612074e-03 -5.3727753e-03  3.7675260e-03
 -9.4217733e-03 -5.9121507e-03  3.4403077e-03  3.1038906e-04
  6.1303284e-03 -3.6836464e-03  3.0655548e-04  2.5153349e-03
  5.4622721e-03  1.5667281e-03  1.0135024e-02  4.0203705e-03
 -7.2604930e-03 -1.5042201e-03 -8.5863983e-03 -5.4973327e-03]","tf.Tensor(
[[-0.12520403  0.15095033  0.03370799 ... -0.35526657  0.40344375
   0.34806576]
 [ 0.19585744  0.02578055 -0.17303507 ...  0.23986173  0.5182844
  -0.14653622]
 [ 0.40914237 -0.4997053   0.14219956 ... -0.2625656   0.57042855
   0.9842112 ]
 ...
 [-0.08291283 -0.03999505  0.36618927 ... -0.18654503  0.18265504
   0.08479859]
 [-0.15023796 -0.12101627  0.31380364 ... -0.1593348   0.23147938
   0.10887439]
 [-0.11374278 -0.08612885  0.4252412  ... -0.08754301  0.12326881
   0.05155086]], shape=(34, 768), dtype=float32)"
